Notice Type,Community,Notice ID,Address,Description,Conditions,Approval Type,Meeting Date,Decision,Search DMIS,In Date,Order Date,Ward,Neighbourhood,Location,Roll Number,Appeal Date,Report/Plan URL,Point,Plain Language,Wards,Neighborhoods,Zip Codes,Electoral Ward 2018
VARIANCE,East Kildonan-Transcona,18-184384/B,167 Linmar WAY,"To vary the ""R1-M"" Dimensional Standards of Zoning By-Law No. 200/2006 for the maintenance of an open deck to permit a rear yard of 12 feet (3.66 metres) instead of 25 feet (7.62 metres).","1) 1) That the deck shall be maintained in accordance with the plans submitted and identified as sheets 1 to 3 of DAV 18-184384/B.
2) That, the variance granted by this order shall terminate upon demolition, removal or substantial repair of the open deck.",Internal,,Approved with Condition(s),,28/11/2018,04/01/2019,Transcona,Southland Park,"(49.85325157558958, -97.04572116933977)",6002299400,,,POINT (-97.04572116933977 49.85325157558958),,8,209,,11
VARIANCE,Assiniboia,18-184553/C,4560 Roblin BLVD,"To vary the Special Boundary Conditions and ""R1-L"" Dimensional Standards of Zoning By-Law No. 200/2006 for the establishment of two residential zoning lots as follows: 
1) For the maintenance of the existing dwelling on proposed Lot 1 to permit:
  a) a lot width of 56.5 feet (17.22 metres) instead of 89.2 feet (27.19 metres);
  b) a lot area of 6782 square feet (630.0 square metres) instead of 11192 square feet (1,039.7 
      square metres);
2) For the construction of a single family dwelling with attached garage on proposed Lot 2 to permit:
  a) a lot width of 56.5 feet (17.22 metres) instead of 89.2 feet (27.19 metres);
  b) a lot area of 6782 square feet (630.0 square metres) instead of 11192 square feet (1,039.7 
      square metres);
  c) a front yard of 37 feet (11.28 metres) instead of 48 feet (14.63 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,30/01/2019,,,28/11/2018,04/02/2019,Charleswood - Tuxedo - Westwood,Marlton,"(49.860622491572315, -97.2762566637922)",,02/21/2019 12:00:00 AM,,POINT (-97.2762566637922 49.860622491572315),,15,222,,6
VARIANCE,City Centre,18-184701/B,505 Walker AVE,"To vary the ""R1-M"" dimensional standards of Zoning By-Law No. 200/2006 as follows: 
1) for the maintenance of an open front deck to permit as follows:
    a. a front yard of 9.62 feet (2.932 metres) instead of 13 feet (3.96 metres).
    b. a west side yard of 2.85 feet (0.869 metres) instead of 3 feet (0.914 metre)
2) for the maintenace of an open rear deck to permit a west side yard of 2.45 feet ( 0.747 metres) instead of 3 feet (0.914 metres).","1)That, the front and rear decks shall be maintained in substantial conformance with Surveyor's Building Location Certificate dated August 24, 2018 and submitted with DAV 18-184701/B.",Internal,,Approved with Condition(s),,29/11/2018,08/02/2019,Fort Rouge - East Fort Garry,Lord Roberts,"(49.862327138548004, -97.13473748917818)",12010436000,,,POINT (-97.13473748917818 49.862327138548004),,6,99,,15
VARIANCE,East Kildonan-Transcona,18-184799/C,340 Chalmers AVE,"To vary the special boundary conditions of Zoning By-Law No. 200/2006 for the establishment of two (2) residential zoning lots to permit: 
  1) a lot widths of 24.7 feet (7.53 metres) instead of 28.4 feet (8.66 metres);
  2) a lot areas of 2535.5 square feet (235.55 square metres) instead of 3065.4 square feet (284.79 square metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,20/03/2019,,,29/11/2018,25/03/2019,Elmwood - East Kildonan,Chalmers,"(49.9124833991819, -97.10662549520427)",,04/11/2019 12:00:00 AM,,POINT (-97.10662549520427 49.9124833991819),,1,197,,2
CONDITIONAL USE,City Centre,18-184833/B,290 Colony ST,"For a Conditional Use under Downtown Zoning By-Law No. 100/2004 to permit the establishment of an accessory off street at-grade parking use to exceed 10% of the lot area, visible from a public right-of-way.",1) That the design shall be in accordance with the recommendations of Downtown Urban Design Review.,Internal,,Approved with Condition(s),,29/11/2018,07/12/2018,Daniel McIntyre,Colony,"(49.88921394417804, -97.15143578838912)",12091626000,,,POINT (-97.15143578838912 49.88921394417804),,3,227,,5
VARIANCE,City Centre,18-184543/D,"206, 216, 218, 228, 230, 236, 244, and 248 Good ST","To vary the proposed ""RMF-L"" dimensional standards of Zoning By-Law No. 200/2006 as follows:
1) for the construction of a multi-family dwelling  to permit:
    a) a lot area per dwelling unit of 249 square feet (23.13 square metres) instead of 400 square feet (37.16 square metres);  
    b) a front yard of 2 feet (0.61 metres) instead of 12 feet (3.66 metres);
    c) a north side yard of 8.5 feet (2.6 metres) instead of 18 feet (5.48 metres);
    d) a south side yard of 6 feet (1.83 metres) instead of 18 feet (5.48 metres);
    e) a rear yard of  16 feet (4.87 metres) instead of 25 feet (7.62 metres);
    f) 119 parking spaces instead of 174 parking spaces;
    g) insufficient street edge landscaping;
2) for the establishment of an accessory parking area to permit:
    a) parking stall length accessed directly from an adjacent lane of 16 feet (4.87 metres) instead of 23 feet (7.01 metres);
    b) insufficient buffering to a parking area that is located within 20 feet (6.10 metres) of a rear lot line abutting or adjacent to a residential zoning district;
    c) insufficient parking lot interior landscaping.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.",Meeting,09/04/2019,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=18-184543/D,30/11/2018,10/05/2019,Fort Rouge - East Fort Garry,West Broadway,"(49.886881048735034, -97.15234718692855)",,05/29/2019 12:00:00 AM,,POINT (-97.15234718692855 49.886881048735034),,6,228,,15
VARIANCE,Riel,18-185274/B,117 Harrowby AVE,"To vary the ""R1-M"" dimensional standards of Zoning By-Law No. 200/2006 for the maintenance of a detached garage to permit as follows:
1) a floor area of 487.31 square feet (45.27 square metres) instead of 484 square feet (44.96 square metres); 
2) a rear yard of 0.9 feet (0.27 metres) instead of 2 feet (0.61 metres);
3) a rear yard eave projection of 1 foot (0.30 metres) instead of 0.4 feet (0.12 metres).",1) That the detached garage shall be maintained in accordance with the Building Location Certificate submitted and identified as sheet 1 of DAV 18-185274/B.,Internal,,Approved with Condition(s),,03/12/2018,21/12/2018,St. Vital,Glenwood,"(49.86781465534368, -97.10490072612698)",8000385000,,,POINT (-97.10490072612698 49.86781465534368),,11,124,,10
VARIANCE,Riel,18-185825/B,208 Braemar AVE,"To vary the ""R2"" dimensional standards of Zoning By-Law No. 200/2006 for the construction of a detached garage to permit as follows:
  a) a lot coverage of 13.34% instead of 12.5%, and;
  b) a height of 14 feet (4.27 metres) instead of 13 feet (3.96 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That, the proposed detached garage shall be constructed in substantial conformance with plans submitted and identified as Sheets 1 to 6 of DAV 18-185825/B.",Internal,,Approved with Condition(s),,05/12/2018,24/01/2019,St. Boniface,Norwood East,"(49.87852681940186, -97.1128502716122)",6080564000,,,POINT (-97.1128502716122 49.87852681940186),,8,49,,13
VARIANCE,Assiniboia,18-186120/C,127 Collegiate ST,"To vary the Special Boundary Conditions of Zoning By-Law No. 200/2006 for the establishment of two residential lots to permit as follows:
1) on Proposed Lot 1:
  a) a lot width of 25 feet (7.62 metres) instead of 45.8 feet (13.96 metres);
  b) a lot area of 2712.5 square feet (252.0 square metres) instead of 4520.8 square feet (420.0 square metres).
2) on Proposed Lot 2:
  a) a lot width of 25 feet (7.62 metres) instead of 45.8 feet (13.96 metres);
  b) a lot area of 2712.5 square feet (252.0 square metres) instead of 4520.8 square feet (420.0 square metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,26/04/2019,,,06/12/2018,11/03/2019,St. James,Bruce Park,"(49.875607050187824, -97.21763264767993)",,03/28/2019 12:00:00 AM,,POINT (-97.21763264767993 49.875607050187824),,13,32,,4
APPEAL,East Kildonan-Transcona,18-186187/C,667 Kildonan DR,"To vary the ""Special Boundary Conditions"" of Zoning By-Law No. 200/2006 for the establishment of 2 lots as follows: 
1) Propoosed Lot 1 to permit:
  a) a lot width of 34.0 feet (10.3 metres) instead of 57.8 feet (17.62 metres);
  b) a lot area of 3400 square feet (315.8 square metres) instead of 8282.6 square feet (769.48 square metres);
2) Proposed Lot 2 to permit:
   a) a lot width of 35.0 feet (10.67 metres) instead of 57.8 feet (17.62 metres), and;
   b) a lot area of 3550 square feet (329.81 square metres) instead of 8282.6 square feet (769.48 square metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,22/03/2019,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=18-186187/C,06/12/2018,04/02/2019,North Kildonan,Kildonan Drive,"(49.92615596926862, -97.10759228182334)",,02/21/2019 12:00:00 AM,,POINT (-97.10759228182334 49.92615596926862),,10,4,,9
